Carrosserie;Code_vehicule;Alimentation;Boite_vitesse;Date_debut_comerc;Date_fin_comerc;Groupe_vehicule;Classe_vehicule;Puissance_vehicule
BERLINE;BM26019;ES;A;1997;1997.0;37;Q;16.0
BERLINE;RE74196;GO;A;3062013;6102015.0;35;N;10.0
BERLINE;CI42120;ES;M;13092004;2052008.0;33;L;9.0
BERLINE;VW11276;GO;M;1996;1996.0;29;J;6.0
BERLINE;MN01127;ES;M;23032010;1082010.0;35;M;10.0
BERLINE;VW45193;GO;M;1042013;6032014.0;29;I;4.0
BERLINE;VO32095;GO;A;5052004;15092005.0;32;O;9.0
MONOSPACE;VW36084;GO;M;5102007;1032009.0;31;L;6.0
BERLINE;CI49019;GO;A;1072009;2052013.0;37;S;15.0
CABRIOLET;BM68078;ES;A;2072012;1072013.0;41;HC;34.0
BERLINE;FI09072;ES;M;1994;1995.0;31;H;7.0
BERLINE;RE42085;ES;M;1989;1989.0;27;D;5.0
MONOSPACE;KA11049;GO;M;22042013;1062015.0;32;M;7.0
BERLINE;VO17032;ES;M;1989;1989.0;32;L;9.0
MONOSPACE;VW50049;GO;M;13032014;29042016.0;31;M;5.0
BERLINE;ME66599;GO;A;16052018;;37;Q;10.0
4x4-SUV;TO12156;GO;A;2102008;6052010.0;32;R;12.0
MONOSPACE;KA11022;ES;S;1092006;1112007.0;32;K;9.0
BERLINE;BM70551;GO;A;1072015;1042018.0;39;S;20.0
BERLINE;LA18029;GO;M;20092004;1032006.0;29;H;4.0
BERLINE;OP09207;ES;A;1987;1988.0;29;F;7.0
MONOSPACE;SE13093;ES;M;1052009;1042011.0;34;K;9.0
BERLINE;FI40010;GO;M;1102001;26092002.0;32;J;7.0
BERLINE;NA05055;ES;M;1998;1998.0;29;E;5.0
LIMOUSINE;AU17142;GO;A;1122017;;39;X;18.0
BERLINE;VO22075;ES;M;1995;1996.0;33;M;9.0
BERLINE;HO03034;ES;M;1991;1991.0;33;I;8.0
BERLINE;VO15052;ES;M;1995;1995.0;30;J;7.0
BERLINE;OP06168;GO;M;1992;1993.0;27;D;4.0
BERLINE;SE15018;GO;M;26032009;1102010.0;35;M;10.0
BERLINE;ME66434;GO;A;15042016;1062018.0;36;Q;9.0
AUTRE;BM59148;ES;A;1032006;1092007.0;33;P;8.0
BERLINE;RE70133;GO;M;11012007;17122007.0;31;K;6.0
BERLINE;OP34182;GO;A;10012013;4092013.0;34;O;10.0
BERLINE;AU39297;ES;M;28042016;29092016.0;29;K;4.0
BERLINE;VO14034;ES;A;1995;1995.0;30;I;7.0
FOURGONNETTE;FO07099;ES;M;1982;1986.0;26;A;6.0
BERLINE;ME49471;ES;M;9012017;1062018.0;31;L;6.0
BERLINE;ME49410;GO;M;3072015;1062018.0;31;M;5.0
BERLINE;TO31012;GO;M;15052006;25112009.0;27;F;3.0
BERLINE;MZ19023;ES;A;1984;1987.0;31;I;9.0
MONOSPACE;VW34335;GO;M;12062015;28042016.0;32;N;6.0
BERLINE;AU15645;ES;M;1062005;15092008.0;35;Q;10.0
BERLINE;FO07484;GO;M;1997;1998.0;31;I;6.0
BERLINE;OP06279;ES;M;1996;1998.0;27;D;7.0
BREAK;FO07131;ES;M;1991;1992.0;29;H;5.0
MONOSPACE;VW50081;GO;M;1012016;3112016.0;31;M;5.0
BERLINE;VW11281;ES;M;1997;1032000.0;32;K;7.0
BERLINE;PE32465;GO;M;23062005;5062006.0;30;J;5.0
BERLINE;BM69190;ES;M;2072012;1112012.0;32;N;6.0
BERLINE;CI38041;GO;M;1997;1998.0;28;G;4.0
MONOSPACE;RE81336;GO;M;31052012;4092012.0;31;K;6.0
4x4-AUTRES;LR02079;GO;A;15072003;15122003.0;31;P;11.0
BERLINE;JA17031;GO;A;20112015;;35;Q;9.0
BERLINE;AU49007;ES;S;19052016;5092018.0;33;L;6.0
CABRIOLET;SB04207;E8;M;1072008;23022011.0;33;O;9.0
BERLINE;FO28163;GO;M;10092004;1062006.0;33;L;7.0
BERLINE;AU39049;ES;M;8122011;24112014.0;30;J;5.0
BERLINE;VW54055;ES;S;2082018;;32;J;6.0
BERLINE;FI19218;ES;M;13112015;15052018.0;27;G;4.0
4x4-SUV;JP03047;E8;A;1102011;11062013.0;36;S;20.0
MONOSPACE;RE67213;GO;M;2042007;1042009.0;32;M;8.0
BERLINE;RE37007;ES;M;1980;1984.0;24;B;4.0
MONOSPACE;TO30047;ES;M;2062008;5052009.0;32;L;8.0
BERLINE;PE07086;ES;M;1991;1991.0;33;J;9.0
BERLINE;FI26428;ES;M;1082016;;28;F;5.0
BERLINE;BM27029;ES;M;27112001;2092002.0;39;R;15.0
FOURGONNETTE;FI28006;ES;M;1995;1042000.0;32;M;10.0
BERLINE;KA02006;ES;M;1996;1996.0;29;E;7.0
MONOSPACE;RE93003;GO;S;2022015;;34;P;8.0
COUPE;AU21057;ES;M;1062006;26042010.0;36;O;12.0
BERLINE;PE32339;ES;M;28022005;4042005.0;31;J;7.0
CABRIOLET;FI26029;ES;M;1995;1996.0;29;I;7.0
BERLINE;BM27031;GO;M;27112001;2092002.0;37;Q;12.0
BERLINE;SE12123;ES;S;6042009;1042011.0;34;K;9.0
BERLINE;PE24183;ES;M;1997;1998.0;32;I;9.0
LUDOSPACE;CI52015;GO;S;1102009;1102010.0;28;H;4.0
MONOSPACE;FO34178;GO;M;7042015;26022018.0;31;L;5.0
BERLINE;HO03125;ES;M;2000;3012000.0;30;H;6.0
CABRIOLET;BM71489;ES;A;1032017;;39;T;22.0
BERLINE;RE42056;ES;M;1985;1987.0;26;E;4.0
BERLINE;PE37264;GO;M;31052010;2012012.0;32;J;6.0
MONOSPACE;HD17006;GO;M;20022003;1072003.0;29;I;5.0
BERLINE;FO08681;ES;M;4072011;5112012.0;29;H;5.0
BERLINE;CI47133;E8;M;20082007;3112008.0;32;J;7.0
BERLINE;VW28100;GO;M;2000;2052001.0;32;K;7.0
MONOSPACE;RE67066;GO;M;15122003;1042005.0;30;M;6.0
MONOSPACE;RE81125;GO;M;6072009;4012011.0;31;M;6.0
BERLINE;ME38921;ES;A;11012011;8042014.0;37;P;12.0
BERLINE;VW49348;GO;M;28042015;17012017.0;32;L;5.0
AUTRE;PE37137;GO;M;2072007;29062009.0;30;I;5.0
BERLINE;HD21005;GO;M;1092007;3012011.0;33;L;8.0
CABRIOLET;BM67510;GO;M;1092011;1112013.0;37;S;12.0
BERLINE;SK06520;GO;M;1012015;1052015.0;31;J;5.0
MONOSPACE;CI64017;GO;S;1062013;4052015.0;31;M;6.0
BERLINE;PE07126;ES;M;1992;1992.0;27;E;4.0
BERLINE;RE71139;ES;M;10072006;12092007.0;31;H;6.0
MONOSPACE;KA11039;ES;M;22042013;1062015.0;32;M;
BERLINE;AU15736;ES;M;8122006;15092008.0;37;P;13.0
BERLINE;VO32042;ES;A;9072001;1112001.0;36;Q;13.0
BERLINE;RE71396;ES;A;4012011;23102012.0;31;J;7.0
BERLINE;VO25051;ES;M;1999;10012000.0;32;N;8.0
MONOSPACE;CI50111;GO;M;1102010;1102013.0;31;M;6.0
AUTRE;PE32442;ES;M;23062005;30062008.0;33;L;9.0
BERLINE;AU37153;GO;A;13092012;24042014.0;35;P;10.0
BERLINE;LA18107;ES;S;16062011;19032015.0;29;J;4.0
BERLINE;PE30387;ES;M;1122004;30052005.0;32;H;7.0
BERLINE;OP16295;ES;M;1122000;1122000.0;36;M;11.0
BERLINE;FO08047;ES;M;1986;1987.0;26;C;4.0
COUPE;VW43007;GO;M;30062008;7102010.0;33;P;8.0
LIMOUSINE;AU17124;ES;A;10042014;17102017.0;42;HC;41.0
BERLINE;CH12018;ES;M;3012005;3012005.0;33;K;10.0
BERLINE;VO05018;GO;M;1987;1989.0;31;K;8.0
MONOSPACE;RE69186;GO;M;11012007;1042009.0;33;M;8.0
BERLINE;VW11757;ES;S;15112010;4102012.0;35;O;9.0
BERLINE;VO32262;GO;A;10042012;11022013.0;33;P;8.0
BERLINE;PE07003;ES;M;1983;1987.0;25;C;4.0
BERLINE;HO01042;ES;A;1994;1995.0;33;N;10.0
BERLINE;ME64010;ES;A;12042013;;37;O;12.0
BERLINE;RE80105;E8;M;6072009;28092010.0;32;J;7.0
BERLINE;RE66545;GO;M;19122005;8012008.0;31;L;6.0
BERLINE;SB06074;GO;M;22062007;23022011.0;32;M;7.0
BERLINE;AU33376;GO;M;8122011;25042013.0;34;N;7.0
BERLINE;FO12048;ES;M;1985;1987.0;32;K;9.0
COUPE;MN01303;ES;A;4032013;1032015.0;34;N;10.0
BERLINE;MG02001;ES;M;1012002;1012005.0;34;K;10.0
BERLINE;BM66422;GO;M;1072013;1072014.0;36;P;10.0
BERLINE;FI45049;ES;M;1062011;27092012.0;33;K;7.0
BERLINE;ME39189;ES;A;1997;1998.0;38;S;18.0
BERLINE;CI27001;ES;M;1983;9999.0;24;A;
BERLINE;RE80200;GO;M;31082011;1122011.0;32;I;5.0
BERLINE;OP06205;ES;M;1993;1993.0;26;C;4.0
BERLINE;AU28164;ES;M;24042008;7122009.0;34;O;10.0
BERLINE;ME39183;ES;A;1997;1998.0;37;R;16.0
BERLINE;FI04047;ES;M;1992;1992.0;24;A;4.0
BERLINE;VO14044;ES;M;1995;1996.0;33;L;7.0
BREAK;AU06088;ES;M;1988;1989.0;33;M;12.0
AUTRE;AR30020;GO;A;1072006;1062010.0;35;O;13.0
BERLINE;VW11660;GO;M;26042007;1012009.0;31;L;6.0
BERLINE;CI48162;ES;M;1042016;3042017.0;27;E;4.0
BERLINE;FO08525;ES;M;2052007;10072007.0;29;F;5.0
MONOSPACE;BM73537;GO;S;1022018;;32;P;6.0
BERLINE;PE10100;GO;M;1993;1993.0;28;H;6.0
BERLINE;PE50066;ES;M;4072016;30042018.0;27;E;4.0
BERLINE;AU19098;ES;M;6062003;3012005.0;31;L;6.0
BERLINE;VW52019;GO;M;4092017;;35;P;8.0
BERLINE;BM70488;GO;M;1072015;1102018.0;36;O;10.0
BERLINE;PE39009;GO;M;20092007;3032008.0;32;L;6.0
MONOSPACE;FO34137;GO;M;14012013;20032014.0;31;M;6.0
BERLINE;LA18132;GO;M;1092014;1092015.0;30;J;5.0
AUTRE;ME37137;GO;M;1062006;1062009.0;32;M;7.0
BERLINE;MZ30075;GO;M;6042015;1032016.0;30;I;5.0
BREAK;FO07400;GO;M;1995;1997.0;30;I;6.0
MONOSPACE;RE64146;GO;A;28092010;4072012.0;33;P;9.0
BERLINE;VW49017;GO;M;5112012;28042015.0;31;K;5.0
BERLINE;PE18138;ES;M;1996;1998.0;28;D;5.0
BERLINE;PE39327;GO;M;12092013;29062015.0;30;K;4.0
BERLINE;OP06666;ES;M;5122010;1122014.0;30;H;6.0
BERLINE;ME64218;ES;M;14042016;20062018.0;33;M;6.0
BERLINE;FI19135;ES;M;1072013;15012015.0;28;H;4.0
BERLINE;ME13010;ES;A;1986;1988.0;35;R;20.0
BERLINE;RE71135;ES;M;10072006;17122007.0;31;J;7.0
BERLINE;FI32040;GO;M;1999;2000.0;29;H;5.0
COUPE;BM58287;ES;M;18032008;1112013.0;37;P;13.0
BERLINE;VW44157;GO;M;1122010;3052011.0;31;L;5.0
BERLINE;PE50054;ES;M;2052016;30042018.0;28;G;4.0
BERLINE;VW49738;ES;S;27042017;14032018.0;32;L;6.0
BERLINE;SB03030;ES;A;1999;1042000.0;36;Q;12.0
CABRIOLET;RE53089;ES;M;1997;1997.0;34;N;10.0
COUPE;LR09098;GO;M;2032015;18052018.0;34;R;10.0
BERLINE;FI40025;GO;M;10092003;10092003.0;30;I;5.0
BERLINE;FI26423;ES;M;1082016;;28;F;4.0
BERLINE;VW11527;GO;M;1062003;1122004.0;33;O;7.0
BERLINE;AN04039;ES;M;1989;1989.0;27;C;5.0
BERLINE;BM23089;GO;A;1122005;1092006.0;35;Q;10.0
BREAK;VW11184;GO;M;1992;1992.0;29;K;6.0
BERLINE;SB01074;ES;A;1994;1994.0;36;O;13.0
BERLINE;DS02012;GO;M;1102015;1062018.0;32;M;6.0
CABRIOLET;AU18938;ES;V;8122006;23042009.0;36;Q;12.0
BERLINE;FO28436;E8;M;1092011;31122012.0;32;J;6.0
BERLINE;VW39015;GO;M;11102005;14012008.0;33;N;8.0
BERLINE;AU40008;ES;S;6122010;23092014.0;36;S;12.0
BERLINE;VO32039;ES;A;9072001;1072002.0;39;R;19.0
BERLINE;PE47143;GO;M;1062015;30042018.0;31;J;5.0
BERLINE;VO25329;ES;M;15042011;31052012.0;33;M;9.0
MONOSPACE;RE67063;GO;M;15122003;1042005.0;30;M;6.0
BERLINE;DS01045;GO;M;1072016;1062018.0;34;N;7.0
BERLINE;SE17048;GO;M;23042014;12052015.0;29;H;4.0
BERLINE;AU39122;ES;M;24112014;;32;J;6.0
BERLINE;CI28005;ES;A;1990;1994.0;35;P;16.0
BERLINE;VO27068;ES;A;1092017;19042018.0;35;Q;11.0
MONOSPACE;ME56017;GO;A;17092007;1092008.0;37;S;15.0
COUPE;ME38443;ES;A;1032001;1052002.0;33;M;9.0
BERLINE;RE53053;GO;M;1997;1997.0;29;H;6.0
BERLINE;BM18175;GO;M;8022003;8022003.0;34;O;8.0
BERLINE;OP15015;ES;A;1985;1986.0;34;N;16.0
BERLINE;OP34214;GO;M;4092013;25112014.0;35;N;8.0
BERLINE;VO14013;ES;A;1993;1995.0;31;J;10.0
BERLINE;AU33386;GO;V;8122011;24042014.0;35;O;9.0
MONOSPACE;ME46111;GO;A;2012015;;35;U;11.0
BERLINE;RE66775;ES;A;8012008;5012009.0;32;L;9.0
BERLINE;TO34098;ES;V;6042011;28112012.0;30;L;5.0
BERLINE;SE12295;ES;M;23042014;;31;J;6.0
MONOSPACE;RE69028;GO;M;1032004;18072005.0;32;M;7.0
BERLINE;ME39237;GO;M;1999;1999.0;33;P;7.0
BERLINE;SE02208;GO;M;1996;1997.0;29;E;6.0
PICK-UP;MI09044;GO;M;8032013;10092015.0;33;M;8.0
BERLINE;HO06001;ES;M;1968;1971.0;23;A;2.0
BERLINE;VW45330;ES;S;1072015;1102017.0;30;J;5.0
BERLINE;AU33487;GO;S;6022012;24042014.0;35;P;10.0
LUDOSPACE;FI39097;GO;M;2012006;2012008.0;29;I;5.0
BERLINE;BM70148;ES;A;2072012;1072015.0;35;P;10.0
BERLINE;HO01109;GO;M;1022004;1092005.0;34;M;8.0
CABRIOLET;AU31128;ES;M;9112009;5082011.0;34;Q;9.0
BERLINE;RE60108;ES;M;1042005;19122005.0;35;M;11.0
BERLINE;VW35014;ES;M;17112003;6022007.0;32;K;7.0
BERLINE;VW49428;GO;M;10072015;28042016.0;30;K;5.0
BERLINE;FI26432;GP;M;1082016;;28;G;4.0
BERLINE;AN06013;ES;M;1986;1986.0;31;I;9.0
MONOSPACE;VW34121;GO;S;1032006;1082006.0;33;N;8.0
BERLINE;AR28068;GO;M;2042009;1102010.0;32;M;7.0
BERLINE;SB06029;GO;M;1072004;1042007.0;32;N;7.0
BERLINE;OP39015;ES;S;18122015;12042016.0;28;F;4.0
BERLINE;SK11014;ES;M;1062012;5102015.0;28;D;4.0
BERLINE;PE24300;ES;M;1999;1999.0;32;J;7.0
COUPE;LA01014;ES;M;1976;9999.0;31;E;9.0
BERLINE;CI04044;ES;M;1991;1991.0;29;F;5.0
BERLINE;AN05010;ES;M;1971;1999.0;25;A;6.0
BERLINE;SE17233;ES;M;1062017;;30;H;5.0
COUPE;FI27005;ES;M;1997;1998.0;38;N;9.0
4x4-AUTRES;LR07043;ES;M;26092002;1042003.0;31;L;9.0
BERLINE;OP02002;ES;M;1970;9999.0;29;D;9.0
MONOSPACE;RE81392;GO;M;4092013;4022014.0;31;M;6.0
BERLINE;SE02194;ES;M;1995;1995.0;28;D;6.0
BERLINE;HD07009;ES;M;2000;1102002.0;26;C;4.0
BERLINE;FI09164;ES;A;1092017;;31;I;6.0
BERLINE;AU18781;GO;M;2012006;15052008.0;36;Q;11.0
BERLINE;RE50077;ES;M;3022003;2062003.0;28;E;5.0
BERLINE;AU37315;GO;S;4102016;;36;P;10.0
BERLINE;PE37294;ES;M;5072010;28022011.0;31;I;7.0
CABRIOLET;ME48043;ES;A;2000;20092002.0;40;U;20.0
CABRIOLET;MN01637;ES;M;1022018;16052018.0;37;P;14.0
BERLINE;VW35210;ES;S;1122006;6022007.0;33;L;8.0
BERLINE;BM70AA8;GO;M;1062018;;36;Q;10.0
MONOSPACE;VW36061;GO;M;1082006;5102007.0;33;M;8.0
BERLINE;AU15079;GO;M;1997;1997.0;31;N;6.0
BERLINE;SB04070;ES;M;1999;9021999.0;37;P;13.0
BERLINE;RE60039;ES;A;1092003;1042004.0;31;M;
BERLINE;BM70876;ES;A;1062016;1062018.0;39;S;21.0
BERLINE;SK06673;GO;M;1012017;;34;L;8.0
BERLINE;CI30138;GO;M;1997;1997.0;31;J;6.0
BERLINE;MZ15035;ES;M;1988;1989.0;29;F;6.0
BREAK;ME39070;GO;A;1995;1995.0;33;R;15.0
MONOSPACE;FO34155;GO;S;31012014;7042015.0;31;L;7.0
BERLINE;VW49337;GO;S;28042015;17012017.0;32;M;5.0
BERLINE;TO05061;ES;M;1998;1998.0;30;G;6.0
BERLINE;RE66740;GO;M;2042007;5012010.0;34;O;10.0
BERLINE;BM70027;ES;M;9022012;1072015.0;38;Q;14.0
MONOSPACE;RE81233;GO;S;4012011;1122011.0;31;M;6.0
BERLINE;SE02821;ES;M;1022012;12052015.0;31;I;5.0
BERLINE;AU16001;ES;M;1995;1998.0;38;S;11.0
BERLINE;BM70A16;ES;A;1042018;1102018.0;36;Q;10.0
BERLINE;DS02048;GO;M;20012016;1042016.0;33;M;7.0
BERLINE;AU24014;ES;M;3012005;1062005.0;32;L;6.0
BERLINE;CI38115;ES;M;1999;18122000.0;29;F;5.0
BERLINE;FI36013;ES;M;1092004;2052005.0;27;A;4.0
BERLINE;CI48095;ES;M;16062014;1042015.0;28;F;4.0
BERLINE;VO15068;ES;A;1996;1996.0;31;K;10.0
COUPE;BM73334;ES;M;1072016;1062017.0;38;P;15.0
COUPE;BM71143;ES;A;1032014;1032016.0;38;R;15.0
BERLINE;OP06206;GO;M;1993;1995.0;27;F;4.0
BERLINE;OP09279;ES;A;1987;1990.0;29;G;8.0
BERLINE;AU12087;ES;M;1992;1992.0;33;M;12.0
BERLINE;SE12079;ES;M;1012008;18022009.0;32;K;7.0
BERLINE;SK07317;GO;M;27052013;15112014.0;28;G;4.0
LUDOSPACE;RE77077;GO;M;28022013;1012014.0;29;J;5.0
BERLINE;BM58054;ES;M;20032006;1092006.0;32;L;7.0
BERLINE;HD10013;GO;M;2042004;2042004.0;29;H;5.0
BERLINE;AU42208;GO;S;23092014;15062018.0;34;R;8.0
BERLINE;OP06067;ES;M;1986;1987.0;27;F;5.0
MONOSPACE;FI49008;ES;M;11102012;1062015.0;30;J;5.0
LUDOSPACE;CI39009;GO;M;1997;1998.0;28;H;7.0
MONOSPACE;RE67219;GO;M;29052007;1042009.0;32;M;8.0
AUTRE;DC03131;ES;M;4042017;5092017.0;31;I;7.0
BERLINE;BM66911;ES;A;1062018;;39;R;15.0
LUDOSPACE;RE12009;ES;M;1988;1991.0;25;E;5.0
BERLINE;AR22083;GO;M;2042004;1122005.0;35;O;10.0
BERLINE;VO21014;GO;M;1994;1994.0;32;O;7.0
BERLINE;PE34219;GO;M;2072007;2032009.0;32;M;6.0
BERLINE;PE30065;GO;M;2000;2000.0;30;J;5.0
COUPE;LA12038;ES;M;1999;2000.0;35;P;12.0
BERLINE;BM70128;GO;A;2072012;1072015.0;39;R;15.0
BERLINE;AN03005;ES;M;1986;1987.0;28;D;6.0
BERLINE;VO33424;ES;A;1092017;21062018.0;34;N;8.0
BERLINE;FI34011;GO;M;1997;1998.0;31;J;6.0
BERLINE;OP17029;GO;M;1992;1994.0;28;H;5.0
MONOSPACE;CI41018;GO;M;2052003;2052003.0;30;L;5.0
MONOSPACE;RE10101;GO;M;2000;2000.0;31;N;6.0
BERLINE;JA17035;GO;A;15022017;;38;Q;14.0
BERLINE;CI47058;GO;M;22022006;1072006.0;30;K;5.0
BERLINE;CI58024;ES;M;1062012;2052013.0;31;J;7.0
LUDOSPACE;CI39092;GO;M;1112002;23052005.0;27;J;5.0
CABRIOLET;AU31472;ES;S;23022017;28062018.0;38;R;15.0
LUDOSPACE;RE55134;GO;M;15122003;4092006.0;28;K;6.0
BERLINE;BM19075;ES;M;2000;1042000.0;36;N;11.0
BERLINE;FI26108;GO;M;1999;1999.0;28;E;5.0
BERLINE;SB06034;ES;M;1072004;1072004.0;32;L;8.0
MONOSPACE;VW25164;GO;M;19072010;20052015.0;33;O;8.0
BERLINE;OP06662;ES;M;5122010;25062012.0;28;G;4.0
BERLINE;TO22014;GO;M;1995;1995.0;29;J;7.0
FOURGONNETTE;RE11007;ES;M;1969;9999.0;26;E;7.0
BERLINE;FI26341;GO;M;12012012;1022013.0;30;J;4.0
BERLINE;AU19976;GO;S;27042017;4102017.0;35;O;10.0
BERLINE;RE73096;ES;M;9032011;1122011.0;29;E;4.0
BERLINE;OP16088;ES;A;1995;1995.0;32;J;7.0
BERLINE;RE71205;ES;S;2042007;17122007.0;29;I;5.0
BREAK;CI07095;ES;M;1987;1988.0;29;H;7.0
BERLINE;FI32031;ES;M;1999;1999.0;31;G;7.0
COUPE;BM71364;ES;A;1032016;1032017.0;38;R;15.0
BERLINE;RE51155;GO;M;1999;1999.0;31;L;6.0
BERLINE;RE66015;ES;M;15102002;15102003.0;33;J;8.0
BERLINE;FI42045;ES;M;1012007;1042010.0;28;F;4.0
BERLINE;AU39021;ES;S;6122010;24112014.0;35;L;10.0
BERLINE;PE06003;ES;M;1972;1976.0;26;B;5.0
BERLINE;PO12033;ES;S;30062017;;46;HC;42.0
MONOSPACE;PC01002;ES;A;1992;1993.0;33;N;15.0
BERLINE;RE07267;GO;M;1998;1998.0;28;F;6.0
MONOSPACE;PE33073;GO;M;27022006;27022006.0;31;O;7.0
BERLINE;AU18771;GO;M;2012006;15052008.0;33;P;8.0
BERLINE;FO07290;ES;A;1981;1981.0;28;D;7.0
BERLINE;RE32009;GO;M;1989;1992.0;29;J;6.0
BERLINE;BM59639;GO;A;16092008;1092011.0;38;Q;15.0
BERLINE;DC01156;GO;M;27112012;1092015.0;28;D;4.0
CABRIOLET;RE66709;GO;M;11012007;8012008.0;32;N;7.0
BERLINE;ME39107;ES;M;1996;1997.0;35;Q;10.0
BERLINE;VO33137;GO;M;25042005;10042009.0;34;P;10.0
BERLINE;AU42003;GO;M;1042011;24042014.0;35;R;9.0
MONOSPACE;FO35073;GO;M;1072015;2102017.0;34;N;8.0
BERLINE;BM69233;ES;A;1112012;1032015.0;35;O;9.0
CABRIOLET;ME60002;ES;A;3012012;28112013.0;47;HC;50.0
BERLINE;CI38111;ES;M;1999;3051999.0;26;C;4.0
BERLINE;AU12119;ES;A;1994;1995.0;34;N;16.0
BERLINE;VO29018;GO;A;1997;1998.0;32;P;8.0
LUDOSPACE;VW01078;ES;M;4062010;28072010.0;29;G;6.0
CABRIOLET;OP17371;ES;M;20012003;16112004.0;31;L;6.0
BERLINE;AU33269;GO;M;19102009;23042015.0;33;N;6.0
LUDOSPACE;FO33063;GO;M;15102015;;30;J;5.0
BERLINE;RE53362;GO;A;2000;2000.0;31;J;6.0
BERLINE;AU28015;GO;M;23092004;7122009.0;31;L;6.0
BERLINE;BM69372;GO;A;1032015;;35;P;10.0
BERLINE;OP06679;GO;M;5122010;21122012.0;30;I;5.0
BERLINE;VO32289;GO;M;17102013;19032015.0;35;P;9.0
BERLINE;FO08435;ES;M;30092000;16072001.0;28;E;5.0
BERLINE;OP17333;ES;M;11032002;5052003.0;31;I;6.0
BERLINE;AU37204;GO;S;25042013;23042015.0;38;R;14.0
BERLINE;HD18003;ES;M;1092002;1102002.0;29;F;5.0
MONOSPACE;VW36089;GO;S;5102007;1032009.0;33;M;8.0
4x4-SUV;TO12078;GO;A;1999;2000.0;32;P;11.0
BERLINE;PE30457;ES;A;2012006;5062006.0;31;I;7.0
BERLINE;AU39024;ES;M;1012011;28042011.0;29;K;5.0
BERLINE;OP16293;ES;M;1122000;1122000.0;36;M;11.0
BERLINE;SK06730;GO;S;5102017;;34;M;8.0
BERLINE;ME39480;ES;A;1062005;6012009.0;37;R;15.0
CABRIOLET;PE24069;ES;M;1995;1996.0;30;M;7.0
BERLINE;BM19024;ES;M;1981;1982.0;32;K;14.0
BERLINE;BM59702;ES;A;16092008;1102010.0;35;P;10.0
BERLINE;PE24332;ES;M;1999;1042000.0;29;H;5.0
BERLINE;VW47020;GO;S;23022011;25042013.0;33;N;8.0
BERLINE;HO01140;ES;A;2062008;1062011.0;35;P;13.0
MONOSPACE;FO35107;GO;A;2072018;;35;P;11.0
BERLINE;KA16025;GO;M;1102007;1102009.0;33;K;8.0
BERLINE;CI43062;GO;M;22122003;23052005.0;28;H;4.0
BERLINE;CV17008;ES;M;1012011;1092011.0;32;I;7.0
BERLINE;RE50134;ES;S;19122005;4092006.0;28;G;5.0
BERLINE;FI19223;GO;M;13112015;;29;I;4.0
BERLINE;FO08225;ES;M;1993;1993.0;26;D;4.0
BERLINE;FI31041;ES;M;1999;2000.0;32;I;8.0
MONOSPACE;HD27033;GO;M;2012016;1092016.0;31;J;6.0
BERLINE;VO12008;ES;M;1982;9999.0;29;A;7.0
MONOSPACE;TO17007;ES;M;1997;1998.0;33;O;12.0
BERLINE;OP16460;GO;M;19072004;19072004.0;31;L;6.0
BERLINE;AU40068;GO;S;10122015;5022018.0;36;S;10.0
CABRIOLET;BM68136;ES;A;1032015;;39;HC;21.0
MONOSPACE;RE67027;ES;M;15062003;18072005.0;32;L;7.0
MONOSPACE;RE67013;ES;M;15062003;18072005.0;32;K;7.0
BERLINE;TO34119;ES;M;16042013;1102015.0;32;K;7.0
CABRIOLET;BM53045;ES;M;1092011;1072014.0;36;Q;11.0
CABRIOLET;BM68031;ES;A;1092011;1072013.0;39;HC;21.0
BERLINE;FI09149;GO;S;1012017;;32;J;6.0
BERLINE;AU37156;GO;A;13092012;24042014.0;35;R;10.0
BERLINE;PE39060;GO;S;3032008;2032009.0;31;M;6.0
BERLINE;FO08866;ES;M;15052017;2012018.0;29;G;4.0
BERLINE;VW11377;GO;A;1999;17091999.0;35;O;10.0
BERLINE;RE60173;ES;A;10072006;12092007.0;33;L;9.0
BERLINE;BM69327;GO;A;1032015;1052017.0;32;N;5.0
BERLINE;RE32068;ES;M;1992;1992.0;31;H;7.0
BERLINE;PE24283;GO;M;1999;1999.0;30;J;6.0
MONOSPACE;PE25038;ES;M;1999;1999.0;32;L;9.0
BERLINE;BM58212;GO;A;1092007;1102010.0;35;O;10.0
BERLINE;RE66253;GO;M;1032004;1042004.0;29;J;5.0
BERLINE;RE73148;ES;M;5112013;1122014.0;29;E;4.0
MONOSPACE;FO34011;GO;V;20042004;17072006.0;31;L;6.0
BERLINE;LA17005;ES;A;1092002;26092002.0;37;Q;16.0
MONOSPACE;VW36033;ES;M;1082005;1122005.0;33;L;10.0
COUPE;RE80277;GO;M;9042013;5112013.0;30;L;5.0
BERLINE;VW45320;ES;S;2022015;1012016.0;30;I;5.0
BERLINE;FO21584;GO;M;27062007;6092010.0;34;N;8.0
BERLINE;VW28366;ES;M;1062003;1012004.0;35;M;11.0
COUPE;OP12001;ES;M;1982;9999.0;33;H;12.0
BERLINE;FI45025;GO;M;1102008;27092012.0;32;J;6.0
BERLINE;FO08796;GO;M;4052015;11012016.0;29;I;5.0
BERLINE;VW12341;ES;M;18082003;1012004.0;28;G;4.0
BERLINE;RE53148;ES;A;1998;1998.0;30;J;7.0
BERLINE;RE66219;GO;M;15122003;1092004.0;32;L;7.0
